X,Y,OBJECTID,DACRID,FOLIO,NAME,ADDRESS,CITY,ZIPCODE,CONTACT,PHONE,DCOUNSELOR,LICNUM,LICDATE,LICEXP,CAPACITY,LAT,LON,POINT_X,POINT_Y
-80.418448398444596,25.713084582321127,469, ,3049270100010,True Colors School-Age Program Inc,13878 SW 56TH ST,Miami-Dade,33175, ,305-385-2332, ,C11MD1595,2008-02-13T00:00:00.000Z,2011-02-12T00:00:00.000Z,0,25.71308,-80.41845,847641.991726495,501831.521313243
-80.367134129404249,25.730694827790153,470, ,3040200000021,Pinecrest Cove Preparatory Academy,4101 SW 107TH AVE,Miami-Dade,33165,Susie Dopico,305-480-2097, ,C11MD1508,2007-03-28T00:00:00.000Z,2011-03-27T00:00:00.000Z,0,25.73069,-80.36713,864506.812327497,508309.749826573
-80.285203799549109,25.875246995068235,471, ,0421310050030,North Hialeah Baptist Church Nhbc (Fcandfc),5800 PALM AVE,Hialeah,33012,Ada Ramos,305-557-2821, ,C11MD1340,1998-08-07T00:00:00.000Z,2010-09-19T00:00:00.000Z,0,25.87524,-80.2852,891193.750095245,560986.875115156
-80.27518586116247,25.826278669790476,472, ,0431180061540,Hope For The Community (Fcandfc),310 E 5TH ST,Hialeah,33010, ,305-888-8651, ,EXEMPT,,,0,25.82627,-80.27518,894585.952628411,543206.608182326
-80.395869261744565,25.699870829124421,473, ,3049360000490,Ekklesia Christian Learning Center (Fcandfc),7205 SW 125TH AVE,Miami-Dade,33183, ,305-598-6645, ,EXEMPT,,,0,25.69987,-80.39587,855098.25010791,497062.31234774
-80.372297714827653,25.686505400979424,474, ,3050060280130,A Plus Early Learning Center,10889 SW 88TH ST,Miami-Dade,33176, ,305-596-1673, ,C11MD0310,2000-05-25T00:00:00.000Z,2011-05-23T00:00:00.000Z,0,25.6865,-80.37229,862883.24995783,492240.781636491
-80.491336814859181,25.483799116567521,475, ,1078120240010,Redondo Elementary,18480 SW 304TH ST,Homestead,33030,Rene E Baly,305-247-5943, ,EXEMPT,,,0,25.48379,-80.49133,823962.897024412,418399.930302739
-80.208799885558918,25.91278346432053,476, ,3021240000020,Biscayne Gardens Elementary (VPK),560 NW 151ST ST,Miami-Dade,33169,Maria L Lacavalla,305-681-5721, ,EXEMPT,,,0,25.91278,-80.2088,916234.14325583,574774.41939041
-80.154803403387064,25.965727703228108,477, ,3012330000220,Virginia A Boone Highland Oak (VPK),20500 NE 24TH AVE,Miami-Dade,33180,Scott H. Saperstein,305-931-1770, ,EXEMPT,,,0,25.96572,-80.1548,933859.315354496,594129.20515582
-80.440595179591654,25.665270970201266,478, ,3059090250020,Maldonado Carmen Family Day Care Home,15186 SW 108TH TER,Miami-Dade,33196,Carmen Maldonado,305-385-2221, ,F11MD0153,1997-01-01T00:00:00.000Z,2010-12-30T00:00:00.000Z,0,25.66527,-80.44059,840423.62460158,484422.124701656
-80.376979976633606,25.72190493388683,479, ,3040190050510,Mercedes Fuentes Large Family Child,11270 SW 48TH ST,Miami-Dade,33165,Mercedes Fuentes,305-595-2019, ,L11MD0001,2005-05-30T00:00:00.000Z,2011-05-29T00:00:00.000Z,0,25.7219,-80.37698,861280.562218327,505099.593845323
-80.38567328715007,25.684795607200073,480, ,3059010780020,The Bright Days Preschool I,11755 SW 90TH ST,Miami-Dade,33186, ,305-270-1619, ,C11MD1745,2009-08-25T00:00:00.000Z,2010-08-24T00:00:00.000Z,0,25.68479,-80.38567,858481.172475912,491598.656936489
-80.411196211121009,25.518905929737986,481, ,3069350050760,"Growing Angels, Inc.",13530 SW 267TH ST,Miami-Dade,33032,Alli,786-234-4520, ,F11MD0010,2008-02-07T00:00:00.000Z,2011-02-06T00:00:00.000Z,0,25.5189,-80.41119,850343.375103246,431268.187374577
-80.308575321296658,25.944126648132052,482, ,3020010040010,Country Club Children's /Care Center,18674 NW 67TH AVE,Miami-Dade,33015,Nydia Batista,305-625-3449, ,C11MD1121,1991-11-15T00:00:00.000Z,2011-06-09T00:00:00.000Z,0,25.94412,-80.30857,883376.901555747,585981.22604499
-80.308259129588009,25.944112706586075,483, ,3020010040010,Eui Hwang Chung Tae Kwon/Pan America (EP),18686 NW 67TH AVE,Miami-Dade,33015, ,305-624-8008, ,EXEMPT,2010-03-04T00:00:00.000Z,2011-03-04T00:00:00.000Z,0,25.94411,-80.30826,883480.835402995,585976.707353242
-80.474664788363441,25.480196731962579,484,DACR1215,1079070330290,St. John's Episcopal Church and School,145 NE 10TH ST,Homestead,33030,Laksmi Nair,305-247-5445, , ,2010-07-02T00:00:00.000Z,2011-07-01T00:00:00.000Z,0,25.48019,-80.47466,829467.84270741,417112.034912653
-80.357329215707452,25.619725523304744,485, ,3050290040230,Pamela Boothe Family Day Care,16111 SW 102ND AVE,Miami-Dade,33157, ,305- 252-0628, , ,2003-03-21T00:00:00.000Z,2008-03-20T00:00:00.000Z,0,25.61972,-80.35733,867930.687041413,467993.156247325
-80.340772745794908,25.728190962408565,486,DACR922,3040210000100,King's Christian School,8951 SW 44TH ST,Miami-Dade,33165,Deborah Hew,305-221-2008, , ,2008-09-11T00:00:00.000Z,2010-09-10T00:00:00.000Z,116,25.72819,-80.34077,873189.750342161,507442.186929159
-80.368068618946552,25.734922487636382,487, ,3040180180060,Tiny Town Daycar/Kids Paradise Childcare,3700 SW 107TH AVE,Miami-Dade,33165, ,305-553-1168, ,C11MD0010,2003-02-20T00:00:00.000Z,2011-02-19T00:00:00.000Z,0,25.73492,-80.36807,864191.812629413,509844.843869239
-80.316125290255471,25.871024546902799,488, ,0420350710020,Jiny's Learning Center Inc,5356 W 16TH AVE,Hialeah,33012,Margarita Mesa,305-819-3004, ,C11MD0746,1997-09-05T00:00:00.000Z,2010-07-03T00:00:00.000Z,0,25.87102,-80.31612,881034.400991414,559398.000668243
-80.404806649913624,25.702386412236475,489,DACR545,3049260000021,Little Knights Preschool Miami Sunset Sr,13125 SW 72ND ST,Miami-Dade,33183,Elizabeth E Caesar,305-382-9677, , ,2009-05-07T00:00:00.000Z,2011-05-06T00:00:00.000Z,38,25.70238,-80.4048,852151.124440495,497963.250178404
-80.217455717463423,25.789787220131362,490, ,0131350240040,Lincoln Marti Daycare (8Uj) 13Th Ct,1521 NW 13TH CT,Miami,33125, ,305-324-0099, ,C11MD0029,2003-05-24T00:00:00.000Z,2010-05-23T00:00:00.000Z,0,25.78978,-80.21745,913655.125119913,530051.999977157
-80.45287924853821,25.537669955993323,491, ,3069200000680,Redland Elementary,24501 SW 162ND AVE,Miami-Dade,33031,Fred M Albion,305-247-8141, ,EXEMPT,,,0,25.53767,-80.45288,836568.800618328,438029.12332774
-80.189068090305952,25.865947262099699,492, ,1132060170330,Miami Shores Community Church,9823 NE 4TH AVE,Miami Shores,33138, ,305-759-3445, ,C11MD0846,1998-08-24T00:00:00.000Z,2011-08-22T00:00:00.000Z,0,25.86594,-80.18907,922825.43814408,557790.37494649
-80.174402248876319,25.89955566936618,493, ,0622290170010,North Miami Early Childhood,1200 NE 135TH ST,North Miami,33161,Tamika Haywood,305-895-1059, ,C11MD0624,2007-01-30T00:00:00.000Z,2011-01-30T00:00:00.000Z,0,25.89955,-80.1744,927571.352208663,570036.177226491
-80.352341764758464,25.767044885482598,494, ,3040040460001,"Menocal, Ondina G.",206 SW 96TH CT,Miami-Dade,33174, , 305-551-6641, ,C11MD0495,1984-09-22T00:00:00.000Z,2010-09-29T00:00:00.000Z,0,25.76704,-80.35234,869311.700355496,521545.07506191
-80.425718240358478,25.692310480965645,495, ,3049340070780,Kendale Lakes Elementary,8000 SW 142ND AVE,Miami-Dade,33183,Martha T Juareguizar,305-385-2575, ,EXEMPT,,,0,25.69231,-80.42572,845281.187392995,494270.656185657
-80.31690126847262,25.890382164773332,496, ,0420260010400,YWCA / Palm Lakes Elementary. (EP),7450 W 16TH AVE,Hialeah,33014, ,305-823-6970, ,EXEMPT,,,0,25.89038,-80.3169,880742.625328246,566432.500050657
-80.36049874421937,25.888079124674771,497, ,2720290400280,Maldonado Ruby Family Day Care Home,12614 NW 99TH CT,Hialeah Gardens,33018,Ruby maldonado,305-825-8829, ,L11MD0124,2001-11-10T00:00:00.000Z,2010-10-10T00:00:00.000Z,0,25.88807,-80.3605,866413.24978758,565523.18756482
-80.243284921132172,25.780613818950854,498, ,0131330170010,Kensington Park Elementary,711 NW 30TH AVE,Miami,33125, ,305-649-2811, ,EXEMPT,,,0,25.78061,-80.24328,905175.15454708,526668.120918155
-80.147798251868295,25.846257373761283,499, ,2332090110020,Treasure Island Head Start Center,7540 E TREASURE DR,North Bay Village,33141, ,305-865-3141, ,C11MD0853,1992-04-13T00:00:00.000Z,2011-04-11T00:00:00.000Z,0,25.84625,-80.1478,936443.187483329,550719.562316492
-80.307702466064313,25.858654026326167,500, ,0430021910010,Travieso Kids Corp/Sunshine Childcare,4056 W 12TH AVE,Hialeah,33012, ,305-364-8006, ,C11MD1513,2007-04-26T00:00:00.000Z,2011-04-25T00:00:00.000Z,0,25.85865,-80.3077,883827.718895581,554916.26061599
-80.308911547232768,25.903044078948497,501, ,3220230041350,Miami Lakes K-8 Center (VPK),14250 NW 67TH AVE,Miami Lakes,33014,Rosa l Calvo,305-822-7757, ,EXEMPT,,,0,25.90304,-80.30891,883345.153259661,571048.440293826
-80.36952883133921,25.597320110909706,502, ,3060060530030,Our Little Clouds Of Joy Inc.,10940 SW 184TH ST,Miami,33157, ,305-234-0430, ,EXEMPT,,,0,25.59732,-80.36953,863949.48404583,459830.60137824
-80.326946145538002,25.87864498108307,503, ,0420340020060,Paradise Christian School and Development,6184 W 21ST CT,Hialeah,33016,Eileen Fluney,305-828-7477, ,C11MD0782,1991-11-18T00:00:00.000Z,2010-11-17T00:00:00.000Z,0,25.87864,-80.32694,877462.062663663,562149.374758653
-80.260551279308118,25.934379468183693,504, ,3421090092980,Bradshaw Family Day Care Home,17620 NW 36TH AVE,Miami Gardens,33055, ,786-277-0800, ,F11MD0180,2002-04-06T00:00:00.000Z,2011-04-30T00:00:00.000Z,0,25.93437,-80.26055,899178.624873497,582524.624690488
-80.210804940544435,25.896103455485889,505, ,0621250120010,Fun and Friendly Child Care Center,13245 NW 7TH AVE,North Miami,33168,Davis Melany Lyn,786-313-3593, ,C11MD1777,2010-04-29T00:00:00.000Z,2011-04-28T00:00:00.000Z,0,25.8961,-80.2108,915611.542794995,568707.728439823
-80.127584307446114,25.861970803700633,506, ,0232020000040,Biscayne Elementary School,801 77TH ST,Miami Beach,33141,Maria P Costa,305-868-7727, ,EXEMPT,,,0,25.86197,-80.12758,943053.621440914,556474.617407404
-80.224377587968846,25.945323030029989,507, ,3421020000050,Parkway Elementary (VPK),1320 NW 188TH ST,Miami Gardens,33169,Maria Fernandez,305-653-0066, ,C11MD0797,1988-11-30T00:00:00.000Z,2005-12-29T00:00:00.000Z,0,25.94532,-80.22437,911043.562429663,586571.062463738
-80.198004861332393,25.88507094155052,508, ,3021250000220,Gratigny Elementary (VPK),11905 N MIAMI AVE,Miami,33168,Aaron L Enteen,305-681-6685, ,C11MD0685,1988-08-30T00:00:00.000Z,2006-09-20T00:00:00.000Z,0,25.88507,-80.198,919844.185576413,564723.238377325
-80.194447598384286,25.76188775726331,509, ,0102080901120,Southside Elementary,45 SW 13TH ST,Miami,33130,Salvataore Schiavone,305-371-3311, ,EXEMPT,,,0,25.76188,-80.19444,921287.999945994,519957.125153825
-80.204013787489302,25.873282809293251,510, ,3021360180240,Merisier Family Daycare,295 NW 107TH ST,Miami-Dade,33168, ,305-756-5481, ,F11MD0812,2009-03-11T00:00:00.000Z,2011-03-10T00:00:00.000Z,0,25.87328,-80.20401,917894.499515161,560426.562587492
-80.190552062239547,25.810924136161187,511, ,0132190430010,KIDCO Child Care I,221 NE 36th Street,Miami,33137, ,305-573-1515, ,  ,,,0,25.81092,-80.19055,922460.594385579,537788.107864492
-80.307686776089554,25.896542795906655,512, ,0420250010290,Children Paradise Learning Center Inc I,8155 W 12TH AVE,Hialeah,33014,Magaly Miranda,305-827-1772, ,C11MD0690,2001-12-14T00:00:00.000Z,2011-12-13T00:00:00.000Z,0,25.89654,-80.30768,883760.249542329,568687.562141575
-80.210831051874806,25.896309112839276,513, ,0621250120010,Robinson Tutoring and Taekwondo,13227 NW 7TH AVE,North Miami,33168, ,305-953-8218, ,C11MD0015,2009-03-14T00:00:00.000Z,2011-03-12T00:00:00.000Z,0,25.8963,-80.21083,915602.50902041,568782.42743741
-80.393411939149473,25.541317151434114,514, ,3069240001180,Mays Mid.@ Coconut Palm Elementary,24400 SW 124TH AVE,Miami-Dade,33032, ,305-257-0500, ,EXEMPT,,,0,25.54131,-80.39341,856171.243368745,439439.790453903
-80.343276807734227,25.65195142274084,515, ,3050160100080,Amazing Grace Family Day Care,12705 SW 92ND CT,Miami-Dade,33176,Bullard,305-238-1482, ,F11MD0856,2010-09-21T00:00:00.000Z,2011-09-20T00:00:00.000Z,0,25.65195,-80.34327,872503.062739164,479728.437894821
-80.234426105007756,25.890508969467177,516, ,3021270000140,CAA: Westview Elementary Headstart,2101 NW 127TH ST,Miami-Dade,33167, ,305-681-2415, ,C11MD1264,2010-02-23T00:00:00.000Z,2011-02-22T00:00:00.000Z,0,25.8905,-80.23442,907857.777134579,566628.279514737
-80.212434795286939,25.893968121526559,517, ,0621260142240,Aurelus Family Day Care Home,765 NW 130TH ST,North Miami,33168, ,305-685-3554, ,F11MD0840,2006-08-02T00:00:00.000Z,2011-07-23T00:00:00.000Z,0,25.89396,-80.21243,915080.374894079,567928.37501166
-80.365043556600327,25.634590339118962,518, ,3050200180610,Heyward Family Day Care Home,14535 SW 105TH CT,Miami-Dade,33176,Sylvia Heyward,305-232-3377, ,F11MD0176,2002-07-15T00:00:00.000Z,2011-07-14T00:00:00.000Z,0,25.63459,-80.36504,865362.812583994,473383.531293325
-80.295442161150291,25.741220162099097,519, ,3040130090140,Miami Childrens Hospital / Childcare,3100 SW 62ND AVE,Miami-Dade,33155, ,305-669-6532, ,C11MD0451,1982-08-20T00:00:00.000Z,2010-08-21T00:00:00.000Z,0,25.74122,-80.29544,888088.059456244,512254.876778826
-80.308628677631262,25.860173897428851,520, ,0430020560005,Rubia E Aviles Family Child Care Home,1282 W 42ND PL,Hialeah,33012,Ana Barimo,305-558-6357, ,F11MD0824,2009-06-23T00:00:00.000Z,2011-06-21T00:00:00.000Z,0,25.86017,-80.30863,883520.220166747,555467.076115407
-80.234426105007756,25.890508969467177,521, ,3021270000140,Carrie P. Meek/Westview Ele (VPK),2101 NW 127TH ST,Miami-Dade,33167,Tracey D Crews,305-688-9641, , ,,,0,25.8905,-80.23442,907857.777134579,566628.279514737
-80.382838991935898,25.703080949988525,522, ,3049250000890,Happy Family Learning Center Inc.,6950 SW 117TH AVE Unit 102,Miami-Dade,33183, ,305-412-2224, ,C11MD1328,2005-07-29T00:00:00.000Z,2010-07-28T00:00:00.000Z,0,25.70308,-80.38284,859383.56305958,498248.87493524
-80.126182909551744,25.823167664304556,523, ,0232220221690,Montessori Academy of St John,4760 PINE TREE DR,Miami Beach,33140, ,305-534-8234, ,C11MD0867,2006-05-26T00:00:00.000Z,2010-11-25T00:00:00.000Z,0,25.82316,-80.12618,943608.249924827,542373.75026799
-80.433207238862337,25.716505982646808,524, ,3049210021610,Jane Roberts K-8 Center,14850 SW COTTONWOOD CIR,Miami-Dade,33185,Ana C Othon,305-220-8254, ,EXEMPT,,,0,25.7165,-80.4332,842777.243253913,503053.90896032
-80.274221666130344,25.957022275085926,525, ,3411320050590,Flora's Day Care,4404 NW 202ND ST,Miami Gardens,33055,Flora Green,305-621-1963, ,F11MD0393,1999-09-29T00:00:00.000Z,2010-09-28T00:00:00.000Z,0,25.95702,-80.27422,894640.250091996,590729.500012986
-80.356433039312037,25.623861235946265,526, ,3050290300590,Cartwright Family Day Care Home,15710 SW 100TH AVE,Miami-Dade,33157,Sandra Cartwright,305-255-5051, ,F11MD0862,2007-05-03T00:00:00.000Z,2011-11-02T00:00:00.000Z,0,25.62386,-80.35643,868218.688105829,469497.718526907
-80.304395294989632,25.768000832834151,527, ,0140010052810,Toqui Day Care Corp,228 SW 67TH AVE,Miami,33144, ,305-260-4674, ,L11MD0218,2010-06-04T00:00:00.000Z,2011-06-03T00:00:00.000Z,0,25.768,-80.30439,885089.500164662,521972.937723242
-80.266277088826783,25.862151886170547,528, ,0431050012650,Creative Child Daycare Center Inc I,4305 E 8TH AVE,Hialeah,33013, ,305-687-4747, ,C11MD0738,2000-08-11T00:00:00.000Z,2010-06-04T00:00:00.000Z,0,25.86215,-80.26627,897443.687398497,556261.562387325
-80.164942191230566,25.924570824091319,529, ,0722170050610,Allen Park Deleonardis Youth Center,1770 NE 162ND ST,North Miami Beach,33162, ,305-948-2927, ,EXEMPT,,,0,25.92457,-80.16494,930623.437311828,579148.250209659
-80.431245524894322,25.502338474159572,530, ,3079040000110,CCAM: South Dade Ccc,28520 SW 148TH AVE,Miami-Dade,33033, ,305-245-0979, ,C11MD0429,1997-08-22T00:00:00.000Z,2010-08-21T00:00:00.000Z,0,25.50233,-80.43124,843757.114325661,425218.096456409
-80.213727172740093,25.771098897392005,531, ,0141020053480,Riverside Elementary/ Auburndale,1190 SW 2ND ST,Miami,33130,Erika Y Paramore-Repress,305-547-1520, ,EXEMPT,,,0,25.77109,-80.21372,914922.553031247,523266.740253739
-80.370684610970272,25.614060022405795,532, ,3050300050010,Pine Lake Elementary (VPK),16700 SW 109TH AVE,Miami-Dade,33132,Carolyn L McCalla,305-233-7018, ,EXEMPT,,,0,25.61406,-80.37068,863539.687293246,465912.906142741
-80.209117493910782,25.803221512688225,533, ,0131260090480,Community Outreach Center Inc.,796 NW 29TH ST,Miami,33127, ,305-638-3000, ,C11MD1100,1975-01-30T00:00:00.000Z,2011-01-29T00:00:00.000Z,0,25.80322,-80.20911,916369.499940496,534951.312356994
-80.159579154661273,25.926943012740669,534, ,0722160070090,Taifu Shoi Karate Do Inc (EP),2000 NE 164TH ST,North Miami Beach,33162, ,305-947-2917, ,EXEMPT,,,0,25.92694,-80.15958,932380.638193745,580021.75272774
-80.168308535231333,25.910829070806145,535, ,3022200022390,Get Smart Kids Academy - North Miami Beach Campus,1550 NE 147TH ST,Miami,33161, ,305-944-3499, ,C11MD1187,2004-08-30T00:00:00.000Z,2010-08-29T00:00:00.000Z,0,25.91082,-80.16831,929548.675025661,574146.427864239
-80.289785964777906,25.763160446058635,536,DACR727,1540120140060,Lil' Pirates Learning Center,5790 SW 8TH ST,West Miami,33144,Maria Pellon,305-266-8811, ,C11MD1514,2008-07-05T00:00:00.000Z,2010-07-04T00:00:00.000Z,0,25.76316,-80.28978,889907.028915413,520239.28895957
-80.20052390267908,25.779065324641369,537, ,0101060702010,YWCA / Gerry Sweet,351 NW 5TH ST,Miami,33128, ,305-377-9222, ,C11MD0269,1993-06-04T00:00:00.000Z,2010-06-03T00:00:00.000Z,0,25.77906,-80.20052,919250.229415245,526188.413544238
-80.360990645499271,25.612297996894952,538, ,3050320000201,Ethel Beckford/Richmond Elementary (VPK),16929 SW 104TH AVE,Miami-Dade,33157,Jacqua J little,305-238-5194, ,EXEMPT,,,0,25.61229,-80.36099,866737.214362744,465287.782721072
-80.422821479892704,25.666468451940723,539, ,3059100040170,Katerine Uribe FDCH,14001 SW 109TH ST,Miami-Dade,33186,Katerine Uribe,305-383-1362, ,L11MD0147,2003-11-21T00:00:00.000Z,2011-11-27T00:00:00.000Z,0,25.66646,-80.42282,846276.125035662,484882.500093237
-80.332529276538438,25.894709791420397,540, ,0420270940010,Children Paradise Learning Center Inc III,2400 W 80TH ST BAY 1,Hialeah,33016,Jonaiky Miranda,305-823-4040, ,C11MD1796,2010-04-13T00:00:00.000Z,2011-04-12T00:00:00.000Z,0,25.89471,-80.33253,875596.625121579,567978.999910407
-80.374351077615898,25.556325650881455,541, ,3060180161190,Jenine Swain Family Day Care Home,22705 SW 113TH CT,Miami-Dade,33170, ,305-251-7752, ,F11MD0843,2003-07-19T00:00:00.000Z,2011-07-16T00:00:00.000Z,0,25.55632,-80.37435,862430.437543247,444923.719446659
-80.252187313632689,25.763805589467129,542, ,0141090280210,Las Americas Day Care Center Inc,910 SW 35TH AVE,Miami,33135, ,305-461-6011, ,C11MD0385,1999-07-06T00:00:00.000Z,2011-07-05T00:00:00.000Z,0,25.7638,-80.25218,902280.265323747,520542.21420674
-80.394306465339724,25.759010830320825,543, ,3049010080010,Boys and Girls Preschool IIi,12240 SW 8TH ST,Miami-Dade,33184,M Torna,305-551-1872, ,C11MD1345,2003-06-12T00:00:00.000Z,2010-10-13T00:00:00.000Z,0,25.75901,-80.3943,855514.217451829,518559.377621241
-80.219049440168547,25.827782837863701,544, ,0131140590010,Orchard Villa Elementary,5720 NW 13TH AVE,Miami,33142, , , ,EXEMPT,,,0,25.82778,-80.21905,913048.751332663,543859.039620243
-80.164271084136317,25.924459315982599,545, ,0722170050610,Fulford Elementary (VPK),16140 NE 18TH AVE,North Miami Beach,33162,Jean E Teal,305-949-3425, ,EXEMPT,,,0,25.92445,-80.16427,930844.276437078,579109.125944071
-80.48430342749441,25.462732402172421,546, ,1078130580010,YMCA / Laura Saunders Elementary B/A (EP),505 SW 8TH ST,Homestead,33030, , , ,EXEMPT,,,0,25.46273,-80.4843,826312.71483133,410752.398681827
-80.376938411585414,25.637391065702214,547, ,3050190017670,Almarita Mackins Large Family Child Care Home,14110 HARRISON ST,Miami-Dade,33176, ,786-487-2717, ,C11MD0005,2003-01-28T00:00:00.000Z,2011-02-06T00:00:00.000Z,0,25.63739,-80.37694,861439.000221662,474382.843599156
-80.460805193884454,25.494720028412623,548, ,3079050080080,Lapworth Arelis Family Day Care,29265 SW 167TH AVE,Miami-Dade,33030,Arelis Lapworth,305-245-9904, ,F11MD0190,2000-01-19T00:00:00.000Z,2010-12-04T00:00:00.000Z,0,25.49472,-80.4608,834018.624288246,422408.656209156
-80.411078230883163,25.600858655820115,549, ,3059350021270,Rodriguez Child Care Center,17970 SW 135TH AVE,Miami-Dade,33177,Pura Teresita,786-873-4475, , ,2005-03-17T00:00:00.000Z,2010-06-10T00:00:00.000Z,0,25.60085,-80.41108,850250.187953662,461053.718682654
-80.415366284993013,25.620048686267172,550, ,3059270240010,Kids Zone Day Care Center Inc.,15828 SW 137TH AVE,Miami-Dade,33177,Yolaysi Gil,305-378-6964, ,C11MD0488,2003-09-30T00:00:00.000Z,2010-09-29T00:00:00.000Z,0,25.62004,-80.41536,848806.241038412,468022.041688241
-80.273238344169201,25.834472489974569,551, ,0431170110550,Thumbelina Learning Cente III,1395 E 4TH AVE,Hialeah,33013, ,305-887-4233, ,C11MD0748,2001-07-26T00:00:00.000Z,2011-07-25T00:00:00.000Z,0,25.83447,-80.27324,895210.124608412,546188.312520742
-80.138815514947083,25.772469683629243,552, ,0242030097950,South Pointe Elementary,1050 4TH ST,Miami Beach,33139,Melanie B Fishman,305-531-5437, ,EXEMPT,,,0,25.77246,-80.13881,939573.125121079,523919.093607821
-80.29243363589012,25.919796465943204,553, ,3421180150010,Little Tigers Day Care Inc / Pre-School,16101 NW 57TH AVE,Miami Gardens,33014,Saeed A Mahmoodi,305-620-6212, ,C11MD0874,1998-01-13T00:00:00.000Z,2012-01-25T00:00:00.000Z,0,25.91979,-80.29243,888729.151349913,577166.285669655
-80.324445172006634,25.872969815450446,554, ,0420341640020,Growing Up Day Care Inc,2050 W 56TH ST - SUITE 21-22,Hialeah,33016,Idalmis Tapanes,305-823-6262, ,C11MD0747,1999-04-07T00:00:00.000Z,2010-07-29T00:00:00.000Z,0,25.87297,-80.32444,878294.999974161,560090.874938659
-80.341681086277603,25.897162959037644,555, ,0420280010020,"Kids University Preschool, Corp. II",2800 W 84TH ST - SUITE 13,Hialeah,33018,Cary Gonzalez-Abreu,305-558-1000, ,C11MD0904,2000-08-25T00:00:00.000Z,2010-08-24T00:00:00.000Z,0,25.89716,-80.34168,872583.437578414,568855.437790073
-80.183881372365661,25.901027822361502,556, ,0622190070230,YMCA / Arch Creek Elementary A/S (EP),702 NE 137TH ST,North Miami,33161, ,305-357-6622, ,C11MD1986,,,0,25.90102,-80.18388,924451.761334997,570551.763465658
-80.241977225606774,25.939988010082821,557, ,3421100090250,Faedell Butler Family Day Care Home,2430 NW 182ND TER,Miami Gardens,33056, ,305-624-3598, ,F11MD0493,2004-11-12T00:00:00.000Z,2010-11-11T00:00:00.000Z,0,25.93998,-80.24197,905271.187491495,584598.062472738
-80.236415945227307,25.779282079938557,558, ,0141030420220,La Progresiva Presbyterian School,2480 NW 7TH ST,Miami,33125, ,305-642-8600, ,C11MD0591,1997-09-17T00:00:00.000Z,2010-09-16T00:00:00.000Z,0,25.77928,-80.23641,907438.374758162,526197.124812908
-80.398232070791977,25.760185858222105,559, ,3049010170010,"Just Kids Centers, Inc",12470 SW 8TH ST,Miami-Dade,33184,Maria del Carmen Rodriguez,305-221-0011, ,C11MD0364,2006-05-04T00:00:00.000Z,2011-05-05T00:00:00.000Z,0,25.76018,-80.39823,854220.238412496,518980.531962656
-80.218165002058939,25.788931855218046,560, ,0131350000155,Easter Seals South Florida Inc,1475 NW 14TH AVE,Miami,33125,Loreen Chant,305-325-0470, ,C11MD0586,1977-05-04T00:00:00.000Z,2011-08-22T00:00:00.000Z,0,25.78893,-80.21816,913423.579651244,529739.717465237
-80.436322073448167,25.681632618356058,561, ,3059040022560,Oliver Hoover Elementary,9050 HAMMOCKS BLVD,Miami-Dade,33196, ,305-385-4382, ,EXEMPT,,,0,25.68163,-80.43632,841805.77570866,490374.743701905
-80.233967113508285,25.935149603673672,562, ,3421100012110,Parkview Elementary After School,17631 NW 20TH AVE,Miami Gardens,33056, ,305-625-1591, ,EXEMPT,,,0,25.93514,-80.23396,907913.874791414,582854.750014491
-80.123539697676591,25.856546330521386,563, ,0232110020320,"Happy Kids Childcare, Inc",7118 BYRON AVE,Miami Beach,33141,Diana Susi,305-864-6362, ,C11MD0829,2006-06-21T00:00:00.000Z,2010-06-29T00:00:00.000Z,0,25.85654,-80.12354,944396.87531608,554511.812605992
-80.232511295674001,25.868100069091152,564, ,3031030190083,Lincoln-Marti Commun Agency/ 21 Ct (Lmc),10285 NW 21ST CT,Miami-Dade,33147,Rosa Delgado,305-693-3441, ,C11MD0830,2002-09-11T00:00:00.000Z,2011-06-26T00:00:00.000Z,0,25.8681,-80.23251,908534.937525664,558487.000193656
-80.23827235777938,25.853275794584253,565, ,3031100140020,"Athalene Clay's Family Home Day & Night Care, Inc",2412 NW 87TH ST,Miami-Dade,33147,Athalene Clay,305-835-7521, ,F11MD0049,2005-05-11T00:00:00.000Z,2011-05-11T00:00:00.000Z,0,25.85327,-80.23827,906671.749979079,553087.812173158
-80.292211777167765,25.84221907529783,566, ,0430120091700,New Mt. Zion Head Start,500 W 23RD ST,Hialeah,33010,Cecilia Patterson,305-887-3621, ,C11MD0781,2008-11-20T00:00:00.000Z,2010-11-20T00:00:00.000Z,0,25.84221,-80.29221,888954.124981329,548969.874870993
-80.169619152078042,25.939500856969541,567, ,0722080070890,Greynolds Park Elementary,1536 NE 179TH ST,North Miami Beach,33162,Jorge Mazon,305-949-2129, ,EXEMPT,,,0,25.9395,-80.16962,929051.812502328,584565.18753849
-80.374342812216952,25.635881488542097,568, ,3050190014600,Fernandez Dunia Family Child Care Home,14300 CARVER DR,Miami-Dade,33176,Dunia Fernandez,786-247-1780, ,F11MD0873,2010-04-06T00:00:00.000Z,2011-04-05T00:00:00.000Z,0,25.63588,-80.37434,862296.749818496,473838.21837607
