Date.Of.Stop,Time.Of.Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal.Injury,Property.Damage,Fatal,Commercial.License,HAZMAT,Commercial.Vehicle,Alcohol,Work.Zone,State,VehicleType,Year,Make,Model,Color,Violation.Type,Charge,Article,Contributed.To.Accident,Race,Gender,Driver.City,Driver.State,DL.State,Arrest.Type,Geolocation
03/27/2013,20:26:00,MCP,2nd district, Bethesda,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,I270 NB/PRIOR TO OLD GEORGETOWN RD,39.0238433333333,-77.10738,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2005,TOYOTA,COROLLA,GREEN, LGT,Citation,16-303(f),Transportation Article,No,WHITE,M,GERMANTOWN,MD,FL,A - Marked Patrol,(39.0238433333333, -77.10738)
02/25/2016,00:05:00,MCP,4th district, Wheaton,DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,VEIRS MILL RD AT PARKLAND DR,39.058485,-77.0480316666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,CADILLAC,ESCALADE,BLACK,Citation,21-202(h1),Transportation Article,No,WHITE,M,SILVER SPRING,MD,FL,A - Marked Patrol,(39.058485, -77.0480316666667)
03/27/2013,20:26:00,MCP,2nd district, Bethesda,DRIVING MOTOR VEH WHILE LIC. SUSPENDED IN OTHER STATE FOR FAILURE TO APPEAR,FAILURE TO PAY FINE,I270 NB/PRIOR TO OLD GEORGETOWN RD,39.0238433333333,-77.10738,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2005,TOYOTA,COROLLA,GREEN, LGT,Citation,16-303(i),Transportation Article,No,WHITE,M,GERMANTOWN,MD,FL,A - Marked Patrol,(39.0238433333333, -77.10738)
03/27/2013,20:26:00,MCP,2nd district, Bethesda,POSSESSING SUSPENDED LIC.,I270 NB/PRIOR TO OLD GEORGETOWN RD,39.0238433333333,-77.10738,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2005,TOYOTA,COROLLA,GREEN, LGT,Citation,16-301(j),Transportation Article,No,WHITE,M,GERMANTOWN,MD,FL,A - Marked Patrol,(39.0238433333333, -77.10738)
08/16/2013,20:21:00,MCP,3rd district, Silver Spring,DRIVER TURNING VEH. WITHOUT GIVING ADEQUATE SIGNAL,WB SEMINARY DR @ GEORGIA AVE,39.008855,-77.0397566666667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2003,CHEVY,IMPALA,GRAY,Citation,21-604(c),Transportation Article,No,ASIAN,M,JACKSONVILLE,FL,FL,A - Marked Patrol,(39.008855, -77.0397566666667)
03/27/2013,20:26:00,MCP,2nd district, Bethesda,KNOWINGLY DRIVING  UNINSURED VEHICLE,I270 NB/PRIOR TO OLD GEORGETOWN RD,39.0238433333333,-77.10738,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2005,TOYOTA,COROLLA,GREEN, LGT,Citation,17-107,Transportation Article,No,WHITE,M,GERMANTOWN,MD,FL,A - Marked Patrol,(39.0238433333333, -77.10738)
08/16/2013,20:21:00,MCP,3rd district, Silver Spring,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WB SEMINARY DR @ GEORGIA AVE,39.008855,-77.0397566666667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2003,CHEVY,IMPALA,GRAY,Citation,21-201(a1),Transportation Article,No,ASIAN,M,JACKSONVILLE,FL,FL,A - Marked Patrol,(39.008855, -77.0397566666667)
03/23/2013,05:39:00,MCP,4th district, Wheaton,DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,GEORGIA AVE @ RANDOLPH RD,NA,NA,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2005,HONDA,ACCORD,GRAY,Citation,21-202(h1),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,FL,A - Marked Patrol,
03/28/2013,09:07:00,MCP,2nd district, Bethesda,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,W. CEDAR LN/ROCKVILLE PIKE,39.0064666666667,-77.0978366666667,No,No,No,No,No,No,No,No,No,No,FL,05 - Light Duty Truck,2006,FORD,F150,WHITE,Citation,13-411(f),Transportation Article,No,WHITE,M,ELLICOTT CITY,MD,FL,A - Marked Patrol,(39.0064666666667, -77.0978366666667)
03/23/2013,05:39:00,MCP,4th district, Wheaton,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE @ RANDOLPH RD,NA,NA,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2005,HONDA,ACCORD,GRAY,Citation,21-201(a1),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,FL,A - Marked Patrol,
09/12/2013,00:53:00,MCP,3rd district, Silver Spring,DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,UNIVERSITY BLVD E @ PINEY BRANCH RD,NA,NA,No,No,No,No,No,No,No,No,No,No,FL,03 - Station Wagon,2001,HONDA,CRV,BLACK,Citation,21-309(d),Transportation Article,No,BLACK,F,DELRAY BEACH,FL,FL,A - Marked Patrol,
03/23/2013,05:39:00,MCP,4th district, Wheaton,WILLFULLY DRIVING MOTOR VEH. AT SLOW SPEED IMPEDING NORMAL AND REASONABLE TRAFFIC MOVEMENT,GEORGIA AVE @ RANDOLPH RD,NA,NA,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2005,HONDA,ACCORD,GRAY,Citation,21-804(a),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,FL,A - Marked Patrol,
11/07/2014,00:39:00,MCP,3rd district, Silver Spring,DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,WAYNE AVE / DALE DR,39.002415,-77.0200866666667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2008,VOLKSWAGON,2D,BLACK,Citation,21-204(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,FL,A - Marked Patrol,(39.002415, -77.0200866666667)
03/23/2013,05:39:00,MCP,4th district, Wheaton,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,GEORGIA AVE @ RANDOLPH RD,NA,NA,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2005,HONDA,ACCORD,GRAY,Citation,21-902(a1),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,FL,A - Marked Patrol,
02/27/2013,13:40:00,MCP,2nd district, Bethesda,EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,10901 WESTLAKE DRIVE,39.03473055,-77.1467923333333,No,No,No,No,No,No,No,No,No,No,MD,08 - Recreational Vehicle,2004,FORD,TK,BEIGE,Citation,21-801.1,Transportation Article,No,WHITE,M,POTOMAC,MD,FL,Q - Marked Laser,(39.03473055, -77.1467923333333)
03/23/2013,05:39:00,MCP,4th district, Wheaton,DRIVING WHILE IMPAIRED BY ALCOHOL,GEORGIA AVE @ RANDOLPH RD,NA,NA,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2005,HONDA,ACCORD,GRAY,Citation,21-902(b1),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,FL,A - Marked Patrol,
10/13/2012,03:44:00,MCP,3rd district, Silver Spring,DRIVING WHILE IMPAIRED BY ALCOHOL,IL 495 @ GEORGIA AVE,39.0088105166667,-77.0403534833333,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2005,MAZDA,MAZDA 6,GRAY,Citation,21-902(b1),Transportation Article,No,HISPANIC,M,TEMPLE HILLS,MD,FL,A - Marked Patrol,(39.0088105166667, -77.0403534833333)
03/24/2016,11:04:00,MCP,2nd district, Bethesda,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,RIVER RD/FALLS RD,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,MERCEDEZ,SL500,BLACK,Warning,13-401(h),Transportation Article,No,WHITE,F,KEY WEST,FL,FL,A - Marked Patrol,
03/24/2016,11:04:00,MCP,2nd district, Bethesda,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RIVER RD/FALLS RD,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,MERCEDEZ,SL500,BLACK,Warning,13-409(b),Transportation Article,No,WHITE,F,KEY WEST,FL,FL,A - Marked Patrol,
07/10/2014,17:07:00,MCP,5th district, Germantown,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,RT. 355 @ RT. 118,39.1907116666667,-77.2421066666667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2003,KIA,SPECTRA,SILVER,Citation,13-411(f),Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,FL,A - Marked Patrol,(39.1907116666667, -77.2421066666667)
04/10/2013,13:25:00,MCP,1st district, Rockville,FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIALS, COVERS,N/B 355 AT VEIRS MILL RD,39.08268,-77.146425,No,No,No,No,No,No,No,No,No,No,FL,03 - Station Wagon,2003,HYUNDAI,SANTA FE,SILVER,Citation,13-411(c1),Transportation Article,No,WHITE,M,WASHINGTON,DC,FL,A - Marked Patrol,(39.08268, -77.146425)
03/02/2012,10:35:00,MCP,2nd district, Bethesda,EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,N/B CONNECTICUT AVE @ EVERETT ST,39.0198050833333,-77.0770973666667,No,Yes,No,No,No,No,No,No,No,No,FL,28 - Other,2005,CHEVROLET,VAN,WHITE,Citation,21-801.1,Transportation Article,No,WHITE,M,WINTER HAVEN,FL,FL,Q - Marked Laser,(39.0198050833333, -77.0770973666667)
04/10/2013,13:25:00,MCP,1st district, Rockville,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,N/B 355 AT VEIRS MILL RD,39.08268,-77.146425,No,No,No,No,No,No,No,No,No,No,FL,03 - Station Wagon,2003,HYUNDAI,SANTA FE,SILVER,Citation,16-112(c),Transportation Article,No,WHITE,M,WASHINGTON,DC,FL,A - Marked Patrol,(39.08268, -77.146425)
01/05/2012,13:42:00,MCP,4th district, Wheaton,EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,SHERWOOD FOREST DR AND RANDOLPH RD,39.0737106333333,-77.00731735,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,BMW,CN,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,M,HOLLYWOOD,FL,FL,O - Foot Patrol,(39.0737106333333, -77.00731735)
03/29/2016,04:43:00,MCP,3rd district, Silver Spring,OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,N/B COLUMBIA PIKE @ BRIGGS CHANEY RD,39.1068933333333,-76.93156,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,LEXUS,ES350,BLACK,Warning,13-401(b1),Transportation Article,No,WHITE,M,SARASOTA,FL,FL,A - Marked Patrol,(39.1068933333333, -76.93156)
09/03/2015,09:53:00,MCP,1st district, Rockville,EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,N/B 13700 BLOCK OF ESWORTHY RD,NA,NA,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2011,NISS,4D,BLACK,Warning,21-801.1,Transportation Article,No,WHITE,F,SURFSIDE,FL,FL,Q - Marked Laser,
09/22/2013,19:59:00,MCP,3rd district, Silver Spring,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,FENTON STREET/SLIGO AVE,38.99010715,-77.0213659833333,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2010,FORD,EXPEDITION,SILVER,Citation,21-201(a1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,FL,A - Marked Patrol,(38.99010715, -77.0213659833333)
01/22/2015,15:54:00,MCP,6th district, Gaithersburg / Montgomery Village,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MONTGOMERY VILLAGE AVE/RUSSELL AVE,39.1572733333333,-77.2122733333333,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2007,TOYOTA,CAMRY,GRAY,Citation,21-201(a1),Transportation Article,No,OTHER,M,PALM HARBOR,FL,FL,A - Marked Patrol,(39.1572733333333, -77.2122733333333)
09/22/2013,19:59:00,MCP,3rd district, Silver Spring,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,FENTON STREET/SLIGO AVE,38.99010715,-77.0213659833333,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2010,FORD,EXPEDITION,SILVER,Citation,13-409(b),Transportation Article,No,BLACK,M,SILVER SPRING,MD,FL,A - Marked Patrol,(38.99010715, -77.0213659833333)
01/22/2015,15:54:00,MCP,6th district, Gaithersburg / Montgomery Village,DRIVER FAILURE TO STOP AT STOP SIGN LINE,MONTGOMERY VILLAGE AVE/RUSSELL AVE,39.1572733333333,-77.2122733333333,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2007,TOYOTA,CAMRY,GRAY,Citation,21-707(a),Transportation Article,No,OTHER,M,PALM HARBOR,FL,FL,A - Marked Patrol,(39.1572733333333, -77.2122733333333)
09/22/2013,19:59:00,MCP,3rd district, Silver Spring,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,FENTON STREET/SLIGO AVE,38.99010715,-77.0213659833333,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2010,FORD,EXPEDITION,SILVER,Citation,13-411(f),Transportation Article,No,BLACK,M,SILVER SPRING,MD,FL,A - Marked Patrol,(38.99010715, -77.0213659833333)
05/05/2015,19:37:00,MCP,6th district, Gaithersburg / Montgomery Village,FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,DIAMONDBACK DR / SAM EIG,39.1179583333333,-77.21685,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,MITS,4S,WHITE,Citation,22-219(a),Transportation Article,No,BLACK,M,WILTON MANORS,FL,FL,A - Marked Patrol,(39.1179583333333, -77.21685)
01/22/2015,15:54:00,MCP,6th district, Gaithersburg / Montgomery Village,FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY POLICE VEH.,MONTGOMERY VILLAGE AVE/RUSSELL AVE,39.1572733333333,-77.2122733333333,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2007,TOYOTA,CAMRY,GRAY,Citation,21-405(b),Transportation Article,No,OTHER,M,PALM HARBOR,FL,FL,A - Marked Patrol,(39.1572733333333, -77.2122733333333)
09/22/2013,19:59:00,MCP,3rd district, Silver Spring,DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,FENTON STREET/SLIGO AVE,38.99010715,-77.0213659833333,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2010,FORD,EXPEDITION,SILVER,Citation,13-411(d),Transportation Article,No,BLACK,M,SILVER SPRING,MD,FL,A - Marked Patrol,(38.99010715, -77.0213659833333)
09/04/2012,10:27:00,MCP,4th district, Wheaton,EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,NB GEORGIA AVE AT QUEEN ELIZABETH DRIVE,39.1577614,-77.0652160166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,MERCEDES,4DR,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,F,ROCKVILLE,MD,FL,Q - Marked Laser,(39.1577614, -77.0652160166667)
05/18/2012,19:28:00,MCP,2nd district, Bethesda,OPERATOR NOT RESTRAINED BY SEATBELT,ROCKVILLE PIKE @ LOCUST HILL ROAD,39.0123235666667,-77.0982575833333,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2009,MAZDA,4DR,BLACK,Citation,22-412.3(b),Transportation Article,No,BLACK,M,SAFETY HARBOR,FL,FL,A - Marked Patrol,(39.0123235666667, -77.0982575833333)
09/22/2013,19:59:00,MCP,3rd district, Silver Spring,OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,FENTON STREET/SLIGO AVE,38.99010715,-77.0213659833333,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2010,FORD,EXPEDITION,SILVER,Citation,13-401(b),Transportation Article,No,BLACK,M,SILVER SPRING,MD,FL,A - Marked Patrol,(38.99010715, -77.0213659833333)
09/04/2012,10:27:00,MCP,4th district, Wheaton,FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,NB GEORGIA AVE AT QUEEN ELIZABETH DRIVE,39.1577614,-77.0652160166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,MERCEDES,4DR,BLACK,Citation,16-116(a),Transportation Article,No,WHITE,F,ROCKVILLE,MD,FL,Q - Marked Laser,(39.1577614, -77.0652160166667)
09/22/2013,19:59:00,MCP,3rd district, Silver Spring,KNOWINGLY DRIVING AND OWNER KNOWINGLY PERMITTING TO BE DRIVEN UNINSURED VEHICLE,FENTON STREET/SLIGO AVE,38.99010715,-77.0213659833333,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2010,FORD,EXPEDITION,SILVER,Citation,17-107,Transportation Article,No,BLACK,M,SILVER SPRING,MD,FL,A - Marked Patrol,(38.99010715, -77.0213659833333)
10/30/2014,19:17:00,MCP,3rd district, Silver Spring,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLESVILLE RD/WAYNE AVE,38.994325,-77.0293466666667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2010,VOLVO,S40,BLACK,Citation,21-201(a1),Transportation Article,No,WHITE,M,APOPKA,FL,FL,A - Marked Patrol,(38.994325, -77.0293466666667)
04/30/2013,16:47:00,MCP,2nd district, Bethesda,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WOODGLEN DR @ EDSON LN,39.0403616666667,-77.1140216666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYOTA,SUV,TAN,Citation,21-201(a1),Transportation Article,No,WHITE,F,SARASOTA,FL,FL,A - Marked Patrol,(39.0403616666667, -77.1140216666667)
02/10/2015,18:50:00,MCP,6th district, Gaithersburg / Montgomery Village,EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,S/B I-270/RT 124,39.1561916666667,-77.22541,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2006,TOYOTA,RAV4,WHITE,Citation,21-801.1,Transportation Article,No,WHITE,F,JACKSONVILLE,FL,FL,A - Marked Patrol,(39.1561916666667, -77.22541)
02/28/2015,19:14:00,MCP,2nd district, Bethesda,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,OLD GEORGETOWN RD X TUCKERMAN LA,39.0339333333333,-77.1237183333333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2011,MERCEDS,BENZ,RED,Citation,13-411(f),Transportation Article,No,WHITE,F,GULF BREEZE,FL,FL,A - Marked Patrol,(39.0339333333333, -77.1237183333333)
12/19/2013,22:36:00,MCP,6th district, Gaithersburg / Montgomery Village,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,E. DIAMOND AVE/N. SUMMIT AVE,39.1497,-77.2339,No,No,No,No,No,No,No,No,No,No,FL,05 - Light Duty Truck,2008,FORD,RANGER,WHITE,Citation,13-411(f),Transportation Article,No,WHITE,M,TALLAHASSEE,FL,FL,A - Marked Patrol,(39.1497, -77.2339)
09/04/2015,10:18:00,MCP,1st district, Rockville,EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,N/B TRAVILAH RD/BRUSHWOOD TER,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,FORD,CN,BLUE, LIGHT,Warning,21-801.1,Transportation Article,No,WHITE,F,CAPE CORAL,FL,FL,Q - Marked Laser,
09/04/2015,10:18:00,MCP,1st district, Rockville,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,N/B TRAVILAH RD/BRUSHWOOD TER,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,FORD,CN,BLUE, LIGHT,Warning,13-401(h),Transportation Article,No,WHITE,F,CAPE CORAL,FL,FL,Q - Marked Laser,
08/30/2015,21:18:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED: 71 MPH IN A POSTED 55 MPH ZONE,1495 SOUTH GEORGIA AVENUE,39.1136083333333,-77.2353466666667,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2007,CHRYSLER,SEBRING,GOLD,Citation,21-801.1,Transportation Article,No,NATIVE AMERICAN,M,PEMBROKE PINES,FL,FL,A - Marked Patrol,(39.1136083333333, -77.2353466666667)
12/19/2013,22:36:00,MCP,6th district, Gaithersburg / Montgomery Village,DRIVING WHILE IMPAIRED BY ALCOHOL,E. DIAMOND AVE/N. SUMMIT AVE,39.1497,-77.2339,No,No,No,No,No,No,No,No,No,No,FL,05 - Light Duty Truck,2008,FORD,RANGER,WHITE,Citation,21-902(b1),Transportation Article,No,WHITE,M,TALLAHASSEE,FL,FL,A - Marked Patrol,(39.1497, -77.2339)
12/19/2013,22:36:00,MCP,6th district, Gaithersburg / Montgomery Village,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,E. DIAMOND AVE/N. SUMMIT AVE,39.1497,-77.2339,No,No,No,No,No,No,No,No,No,No,FL,05 - Light Duty Truck,2008,FORD,RANGER,WHITE,Citation,21-902(a1),Transportation Article,No,WHITE,M,TALLAHASSEE,FL,FL,A - Marked Patrol,(39.1497, -77.2339)
12/19/2013,22:36:00,MCP,6th district, Gaithersburg / Montgomery Village,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,E. DIAMOND AVE/N. SUMMIT AVE,39.1497,-77.2339,No,No,No,No,No,No,No,No,No,No,FL,05 - Light Duty Truck,2008,FORD,RANGER,WHITE,Citation,13-409(b),Transportation Article,No,WHITE,M,TALLAHASSEE,FL,FL,A - Marked Patrol,(39.1497, -77.2339)
05/14/2015,22:22:00,MCP,3rd district, Silver Spring,DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,UNIVERSITY BLVD AT E WAYNE AVE,39.0057483333333,-76.9972583333333,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2001,HONDA,2S,BLACK,Citation,23-104,Transportation Article,No,BLACK,F,WALDORF,MD,FL,A - Marked Patrol,(39.0057483333333, -76.9972583333333)
10/15/2012,12:51:00,MCP,6th district, Gaithersburg / Montgomery Village,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,MONTGOMERY VILLAGE AVE/MIDCOUNTY HWY,39.1596086666667,-77.2027474833333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1996,CHEV,CAPRICE,MAROON,Citation,16-303(f),Transportation Article,No,BLACK,M,WASHINGTON,DC,FL,A - Marked Patrol,(39.1596086666667, -77.2027474833333)
05/14/2015,22:22:00,MCP,3rd district, Silver Spring,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,UNIVERSITY BLVD AT E WAYNE AVE,39.0057483333333,-76.9972583333333,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2001,HONDA,2S,BLACK,Citation,16-112(c),Transportation Article,No,BLACK,F,WALDORF,MD,FL,A - Marked Patrol,(39.0057483333333, -76.9972583333333)
05/14/2015,22:22:00,MCP,3rd district, Silver Spring,DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,UNIVERSITY BLVD AT E WAYNE AVE,39.0057483333333,-76.9972583333333,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2001,HONDA,2S,BLACK,Citation,16-101(a),Transportation Article,No,BLACK,F,WALDORF,MD,FL,A - Marked Patrol,(39.0057483333333, -76.9972583333333)
05/21/2015,23:13:00,MCP,3rd district, Silver Spring,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,GEORGIA AVE AT EAST WEST HIGHWAY,38.9878383333333,-77.0265866666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEVROLET,CAVALIER,GREEN,Citation,16-303(c),Transportation Article,No,BLACK,M,WASHINGTON,DC,FL,A - Marked Patrol,(38.9878383333333, -77.0265866666667)
05/21/2015,23:13:00,MCP,3rd district, Silver Spring,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103,GEORGIA AVE AT EAST WEST HIGHWAY,38.9878383333333,-77.0265866666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEVROLET,CAVALIER,GREEN,Citation,16-303(h),Transportation Article,No,BLACK,M,WASHINGTON,DC,FL,A - Marked Patrol,(38.9878383333333, -77.0265866666667)
12/17/2015,22:18:00,MCP,5th district, Germantown,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,SB FREDERICK RD / GERMANTOWN RD,39.1887333333333,-77.251525,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HYUN,SANTA FE TK,WHITE,Citation,16-112(c),Transportation Article,No,WHITE,M,MIDDLEBURG,FL,FL,A - Marked Patrol,(39.1887333333333, -77.251525)
01/08/2013,11:21:00,MCP,3rd district, Silver Spring,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE @ COLESVILLE ROAD,38.9964344333333,-77.02783675,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2008,CHEVROLET,IMPALA,WHITE,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,FL,A - Marked Patrol,(38.9964344333333, -77.02783675)
05/21/2015,23:13:00,MCP,3rd district, Silver Spring,DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,GEORGIA AVE AT EAST WEST HIGHWAY,38.9878383333333,-77.0265866666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEVROLET,CAVALIER,GREEN,Citation,23-104,Transportation Article,No,BLACK,M,WASHINGTON,DC,FL,A - Marked Patrol,(38.9878383333333, -77.0265866666667)
12/17/2015,22:18:00,MCP,5th district, Germantown,FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,SB FREDERICK RD / GERMANTOWN RD,39.1887333333333,-77.251525,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HYUN,SANTA FE TK,WHITE,Citation,16-116(a),Transportation Article,No,WHITE,M,MIDDLEBURG,FL,FL,A - Marked Patrol,(39.1887333333333, -77.251525)
04/12/2012,11:47:00,MCP,4th district, Wheaton,OPERATOR NOT RESTRAINED BY SEATBELT,I270/FALLS RD,NA,NA,No,No,No,No,No,No,No,No,No,No,FL,02 - Automobile,2010,CHEVROLET,IMPALA,WHITE,Citation,22-412.3(b),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,FL,A - Marked Patrol,
