x,y,ID,AGENCY_NAM,PROGRAM_TY,AGENCY_TEL,CBO_SERVIC,SP_EIN,CBO_SP_TEL,SCHOOL_ID,SITE_NAME,SITE_BUILD,SITE_STREE,SITE_BOROU,SITE_ZIP,SETTING,ESTIMATED_,SUMMER,SCHOOL_YEA,WEEKENDS,EVENINGS,ELEMENTARY,MIDDLE_SCH,HIGH_SCHOO,WEEKLY_HOU,ENROLLMENT,ACADEMICS,SPORTS_PHY,ARTS_CULTU,NAME,ADDRESS1,ADDRESS2
-73.90903276,40.6677452,NYCHA97,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 922-3255,,Langston Hughes Comm. Ctr.,301,Sutter Ave,Brooklyn,11212,NYCHA Community Center,111,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,111,Yes,Yes,Yes,Langston Hughes Comm. Ctr.,301 Sutter Ave,"Brooklyn, NY 11212"
-73.91673554,40.69302065,NYCHA99,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 453-7361,,Hope Gardens Comm. Ctr.,422,Central Ave,Brooklyn,11237,NYCHA Community Center,113,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,113,Yes,Yes,Yes,Hope Gardens Comm. Ctr.,422 Central Ave,"Brooklyn, NY 11221"
-73.90528796,40.66977193,NYCHA104,NYCHA,NYCHA (HUD),718-453-1296,NYCHA,,(718) 345-1205,,Seth Low Comm. Ctr.,137,Belmont Ave,Brooklyn,11212,NYCHA Community Center,117,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,117,Yes,Yes,Yes,Seth Low Comm. Ctr.,137 Belmont Ave,"Brooklyn, NY 11212"
-73.9113229,40.66645447,DOE_DYCD76,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)",,718-596-4900,23K323,PS/IS 323,210,Chester Street,Brooklyn,11212,School,0,yes,no,unknown,unknown,Yes,yes,no,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,210 Chester Street,"Brooklyn, NY 11212"
-73.90843196,40.66712189,DOE_DYCD74,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)",,718-596-4900,23K284,Lew Wallace School,220,Watkins Street,Brooklyn,11212,School,0,yes,no,unknown,unknown,Yes,no,no,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,220 Watkins Street,"Brooklyn, NY 11212"
-73.9049221,40.66023108,DOE_DYCD71,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)",,718-596-4900,23K184,PS 184,273,Newport Street,Brooklyn,11212,School,0,yes,no,unknown,unknown,Yes,no,no,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,273 Newport Street,"Brooklyn, NY 11212"
-73.90503199,40.66863986,DOE_DYCD65,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)",,718-596-4900,23K150,PS 150,364,Sackman Street,Brooklyn,11212,School,0,yes,no,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,364 Sackman Street,"Brooklyn, NY 11212"
-73.90687034,40.66020919,DOE_DYCD62,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)",,718-596-4900,23K041,Francis White School,411,Thatford Avenue,Brooklyn,11212,School,0,yes,no,unknown,unknown,Yes,No,no,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,411 Thatford Avenue,"Brooklyn, NY 11212"
-73.90669661,40.6557068,DOE_DYCD73,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)",,718-596-4900,23K275,JHS 275,985,Rockaway Ave,Brooklyn,11212,School,0,yes,no,unknown,unknown,no,yes,No,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,985 Rockaway Ave,"Brooklyn, NY 11212"
-74.00062452,40.72054198,DOE_DYCD519,DYCD,WIA InSchool Youth,212941-0920,Chinese American Planning Council,136202692,212-941-0920,,Chinese-American Planning Council,456,Broadway,Manhattan,10013,CBO,250,Yes,Yes,No,No,No,No,Yes,Part-time,250,Yes,No,No,WIA InSchool Youth - Chinese American Planning Council,456 Broadway,"Manhattan, NY 10013"
-73.93245881,40.79839347,DOE_DYCD510,DYCD,WIA InSchool Youth,212-410-7707,East Harlem Council for Community Improvement,132969933,212-410-7707,,East Harlem Council for Comm. Improvement,413,East 120th Street,Manhattan,10035,CBO,200,Yes,Yes,No,No,No,No,Yes,Part-time,200,Yes,No,No,WIA InSchool Youth - East Harlem Council for Comm. Improvement,413 East 120th Street,"Manhattan, NY 10035"
-73.83913911,40.83996704,DOE_DYCD523,DYCD,WIA InSchool Youth,800-622-5577,Henkels & McCoy,231535602,800-622-5577,08X405,Lehman High School,3000,East Tremont Avenue,Bronx,10461,School,100,Yes,Yes,No,No,No,No,Yes,Part-time,100,Yes,No,No,WIA InSchool Youth - Henkels & McCoy,3000 East Tremont Avenue,"Bronx, NY 10461"
-74.00047517,40.57672832,DYCD423,DYCD,OST,800-246-4646,YWCA of the City of New York (Main Branch),,212-755-4500,21K188,Michael E. Berdy ES,3314,Neptune Avenue,Brooklyn,11224,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - YWCA of the City of NY,3314 Neptune Avenue,"Brooklyn, NY 11224"
-73.91176022,40.66783526,DYCD424,DYCD,OST,800-246-4646,YWCA of the City of New York (Main Branch),,212-755-4500,23K327,Dr. Rose B. English school,111,Bristol Street,Brooklyn,11212,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - YWCA of the City of NY,111 Bristol Street,"Brooklyn, NY 11212"
-73.99578476,40.57481893,DYCD425,DYCD,OST,800-246-4646,YWCA of the City of New York (Main Branch),,212-755-4500,21K329,Surfside Elementary School,2929,West 30th Street,Brooklyn,11224,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - YWCA of the City of NY,2929 West 30th Street,"Brooklyn, NY 11224"
-73.9260326,40.76882191,DOE_DYCD527,DYCD,WIA InSchool Youth,(718) 204-2325,Hellenic American Neighborhood Action Committee (HANAC),112290930,212-840-8005,,Hellenic American Neighborhood Action Committee,23-16,30th Avenue,Queens,11102,CBO,125,Yes,Yes,No,No,No,No,Yes,Part-time,125,Yes,No,No,WIA InSchool Youth - HANAC,23-16 30th Avenue,"Queens, NY 11102"
-73.98272862,40.7142352,DOE_DYCD526,DYCD,WIA InSchool Youth,212-766-9200,Henry Street Settlement,131562242,212-766-9200,,Henry Street Settlement,301,Henry Street,Manhattan,10002,CBO,80,Yes,Yes,No,No,No,No,Yes,Part-time,80,Yes,No,No,WIA InSchool Youth - Henry Street Settlement,301 Henry Street,"Manhattan, NY 10002"
-73.75223092,40.60407903,DOE_DYCD542,DYCD,WIA InSchool Youth,718-327-5300,Rockaway Development & Revitalization,112575794,718-327-5300,,Rockaway Dev. & Revitalization,1920,Mott Avenue,Queens,11691,CBO,120,Yes,Yes,No,No,No,No,Yes,Part-time,120,Yes,No,No,WIA InSchool Youth - Rockaway Dev. & Revitalization,1920 Mott Avenue,"Queens, NY 11691"
-73.78669834,40.69368914,DYCD1,DYCD,OST,800-246-4646,Amistad Early Childhood Educational Center Inc,,718-262-3221,,Amistad Early Childhood Educational Ctr.,110-15,164th Place,Queens,11433,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Amistad Early Childhood Educational Center,110-15 164th Place,"Queens, NY 11433"
-73.95142538,40.79311026,DYCD5,DYCD,OST,800-246-4646,"Boys & Girls Harbor, Inc",,212-427-2244,,Boys & Girls Harbor,1,East 104th Street,Manhattan,10029,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Boys & Girls Harbor,1 East 104th Street,"Manhattan, NY 10029"
-73.95532131,40.81144563,DYCD6,DYCD,OST,800-246-4646,"Boys & Girls Harbor, Inc",,212-427-2244,,Grand Day Care Ctr.,1299,Amsterdam Avenue,Manhattan,10027,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Boys & Girls Harbor,1299 Amsterdam Avenue,"Manhattan, NY 10027"
-73.90921684,40.74561754,DYCD401,DYCD,OST,800-246-4646,"Woodside On The Move, Inc.",,718-476-8449,30Q011,Kathryn Phelan ES,54-25,Skillman Avenue,Queens,11377,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Woodside On The Move,54-25 Skillman Avenue,"Queens, NY 11377"
-73.91412516,40.66982573,DYCD445,DYCD,OST,800-246-4646,Central Brooklyn Economic Development Corporation,,(347) 678-5229,23K697,Central Brooklyn Economic Dev.,444,Thomas S. Boyland Street,Brooklyn,11212,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Central Brooklyn Economic Dev.,444 Thomas S. Boyland Street,"Brooklyn, NY 11212"
-73.93586185,40.80225357,DYCD446,DYCD,OST,800-246-4646,Chambers Memorial Social Change,,212-289-6606,,Chambers Memorial Social Change,219,East 123rd Street,Manhattan,10035,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Chambers Memorial Social Change,219 East 123rd Street,"Manhattan, NY 10035"
-73.90532625,40.83313747,DYCD456,DYCD,OST,800-246-4646,"Claremont Neighborhood Centers, Inc.",,718-588-1000,,Claremont Neighborhood Ctr.,489,East 169th Street,Bronx,10456,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Claremont Neighborhood Centers,489 East 169th Street,"Bronx, NY 10456"
-73.8612783,40.75723871,DYCD466,DYCD,OST,800-246-4646,"Elmcor Youth And Adult Activities, Inc.",,718-651-0096,,Elmcor Youth And Adult Activities,33-16,108th Street,Queens,11368,center,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Elmcor Youth And Adult Activities,33-16 108th Street,"Queens, NY 11368"
-73.95423966,40.80752123,DYCD7,DYCD,OST,800-246-4646,"Boys & Girls Harbor, Inc",,212-427-2244,,Harbor Morningside Children Ctr.,311,West 120th Street,Manhattan,10027,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Boys & Girls Harbor,311 West 120th Street,"Manhattan, NY 10027"
-73.98944077,40.62307856,BPL37,BPL,Other,718-230-2100,,,718-256-2117,,Mapleton Branch,1702,60th Street,Brooklyn,11204,Library,6500,yes,yes,yes,no,yes,yes,yes,Full-time,6500,yes,no,yes,"BPL, Mapleton Branch",1702 60th Street,"Brooklyn, NY 11204"
-73.87830886,40.84035243,DYCD8,DYCD,OST,800-246-4646,"Bronx River Art Center, Inc.",,718-589-5819,,Bronx River Art Ctr.,1087,East Tremont Avenue,Bronx,10460,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Bronx River Art Center,1087 East Tremont Avenue,"Bronx, NY 10460"
-73.94483926,40.80496905,DYCD556,DYCD,OST,800-246-4646,"New York Association for New Americans, Inc. (NYANA)",,212-425-2900,,Pelham Fritz Recreation Ctr,18,Mt. Morris Park W. (@ 122 St.),Manhattan,10027,Parks,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,no,no,OST - NY Association for New Americans,18 Mt. Morris Park W. (@ 122 St.),"Manhattan, NY 10027"
-73.95403955,40.67208261,DYCD34,DYCD,OST,800-246-4646,Haitian American Day Care Center,,718-756-0253,,Haitian American Day Care Ctr.,1491,Bedford Avenue,Brooklyn,11216,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Haitian American Day Care Center,1491 Bedford Avenue,"Brooklyn, NY 11216"
-73.92747538,40.85452403,DYCD36,DYCD,OST,800-246-4646,"Isabella Geriatric Center, Inc.",,212-342-9324,,Isabella Geriatric Ctr.,515,Audubon Avenue,Manhattan,10040,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Isabella Geriatric Center,515 Audubon Avenue,"Manhattan, NY 10040"
-73.91966528,40.70680858,DOE_DYCD140,DOE,21st Century,212-374-5472,Leadership Program,,212-374-5472,32K162,IS 162,1390,Willoughby Ave,Brooklyn,11237,School,0,unknown,yes,unknown,unknown,No,yes,No,Full-time,0,yes,yes,yes,21st Century - Leadership Program,1390 Willoughby Ave,"Brooklyn, NY 11237"
-73.92938598,40.74340702,DOE_DYCD141,DOE,21st Century,212-374-5472,Leadership Program,,212-374-5472,24Q610,Aviation High School,45-30,36th Street,Queens,11101,School,0,unknown,yes,unknown,unknown,No,No,yes,Full-time,0,yes,yes,yes,21st Century - Leadership Program,45-30 36th Street,"Queens, NY 11101"
-73.91828803,40.82720479,DOE_DYCD142,DOE,21st Century,212-374-5472,Mid-Bronx Council,,718-588-8200,Private,St. Angela Merici School,266,East 163rd Street,Bronx,10451,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Mid-Bronx Council,266 East 163rd Street,"Bronx, NY 10451"
-73.97236462,40.78889573,DOE_DYCD143,DOE,21st Century,212-374-5472,Mid-Bronx Council,,718-588-8200,03M166,CIS 166,132,West 89th Street,Manhattan,10024,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Mid-Bronx Council,132 West 89th Street,"Manhattan, NY 10024"
-73.9768834,40.60105321,DOE_DYCD152,DOE,21st Century,212-374-5472,South Brooklyn Youth Consortium,,718-265-3225,21K228,PS 228,228,Avenue S,Brooklyn,11223,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - South Brooklyn Youth Consortium,228 Avenue S,"Brooklyn, NY 11223"
-73.96591654,40.62149051,DOE_DYCD151,DOE,21st Century,212-374-5472,South Brooklyn Youth Consortium,,718-265-3225,21K099,PS 99,1120,East 10th Street,Brooklyn,11230,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - South Brooklyn Youth Consortium,1120 East 10th Street,"Brooklyn, NY 11230"
-73.92947011,40.66449062,DYCD29,DYCD,OST,800-246-4646,Friends of Crown Heights Educational Center,,718-638-8686,,Friends of Crown Heights Day Care Ctr.,36,Ford Street,Brooklyn,11213,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Friends of Crown Heights Educational Center,36 Ford Street,"Brooklyn, NY 11213"
-73.96554035,40.60232116,DYCD59,DYCD,OST,800-246-4646,Sephardic Community Center,,718-627-4300,,Sephardic Comm. Ctr.,1901,Ocean Parkway,Brooklyn,11223,center,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Sephardic Comm. Center,1901 Ocean Parkway,"Brooklyn, NY 11223"
-73.83529939,40.6916692,DYCD65,DYCD,OST,800-246-4646,South Queens Boys & Girls Club,,718-441-6050,,South Queens Boys & Girls Club,110-04,Atlantic Avenue,Queens,11419,center,0,yes,yes,unknown,unknown,yes,yes,yes,Full-time/Part-time,0,yes,yes,yes,OST - South Queens Boys & Girls Club,110-04 Atlantic Avenue,"Queens, NY 11419"
-73.99023338,40.68522896,DYCD66,DYCD,OST,800-246-4646,"Sunset Bay Community Services, Inc",,718-630-7171,,Warren Street Ctr. for Children & Family,343,Warren Street,Brooklyn,11201,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Sunset Bay Comm. Services,343 Warren Street,"Brooklyn, NY 11201"
-73.89121587,40.83647145,DYCD67,DYCD,OST,800-246-4646,"Tremont Crotona Day Care Center, Inc",,718-378-5600,,Tremont Crotona Day Care Ctr.,1600,Crotona Park E,Bronx,10460,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Tremont Crotona Day Care Center,1600 Crotona Park E,"Bronx, NY 10460"
-73.82915471,40.82720349,DOE_DYCD12,DOE,21st Century,212-374-5472,Aspira of New York,136204790,212-564-6880,08X101,MS 101,2750,Lafayette Avenue,Bronx,10465,School,0,unknown,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,21st Century - Aspira of NY,2750 Lafayette Avenue,"Bronx, NY 10465"
-73.85600383,40.81477,DOE_DYCD60,DOE,21st Century,212-374-5472,Aspira of New York,136204790,212-564-6880,08X174,IS 174,456,White Plains Rd,Bronx,10473,School,0,unknown,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,21st Century - Aspira of NY,456 White Plains Rd,"Bronx, NY 10473"
-73.97678509,40.67874268,DOE_DYCD13,DOE,21st Century,212-374-5472,Benjamin Banneker Community Development,,718-797-3702,13K266,MS 266,64,Park Place,Brooklyn,11217,School,0,unknown,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,21st Century - Benjamin Banneker Comm. Dev.,64 Park Place,"Brooklyn, NY 11217"
-73.93333059,40.69161769,DOE_DYCD16,DOE,21st Century,212-374-5472,Benjamin Banneker Community Development,,718-797-3702,16K385,MS 385,125,Stuyvesant Avenue,Brooklyn,11221,School,0,unknown,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,21st Century - Benjamin Banneker Comm. Dev.,125 Stuyvesant Avenue,"Brooklyn, NY 11221"
-73.93234968,40.6879477,DOE_DYCD15,DOE,21st Century,212-374-5472,Benjamin Banneker Community Development,,718-797-3702,16K267,MS 267,800,Gates Avenue,Brooklyn,11221,School,0,unknown,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,21st Century - Benjamin Banneker Comm. Dev.,800 Gates Avenue,"Brooklyn, NY 11221"
-73.91543422,40.69563709,DOE_DYCD21,DOE,21st Century,212-374-5472,Builders for Family and Youth,112047151,718-722-6130,32K291,IS 291,231,Palmetto St,Brooklyn,11221,School,0,unknown,yes,unknown,unknown,No,Yes,No,Full-time,0,yes,yes,yes,21st Century - Builders for Family and Youth,231 Palmetto St,"Brooklyn, NY 11221"
-73.90503199,40.66863986,DOE_DYCD1,DOE,21st Century,212-374-5472,Carter G. Woodson Cultural Literacy Project,112869589,718-771-7086,23K150,PS 150,364,Sackman Street,Brooklyn,11212,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Carter G. Woodson Cultural Literacy Project,364 Sackman Street,"Brooklyn, NY 11212"
-73.93574861,40.83935237,DOE_DYCD26,DOE,21st Century,212-374-5472,Children's Aid Society,135562191,212-949-4954,06M090,IS 90,21,Jumel Place,Manhattan,10032,School,0,unknown,yes,unknown,unknown,No,Yes,No,Full-time,0,yes,yes,yes,21st Century - Children's Aid Society,21 Jumel Place,"Manhattan, NY 10032"
-73.88552885,40.65979685,DOE_DYCD24,DOE,21st Century,212-374-5472,Children's Aid Society,135562191,212-949-4954,19K166,IS 166,800,Van Siclen Ave.,Brooklyn,11207,School,0,unknown,yes,unknown,unknown,No,Yes,No,Full-time,0,yes,yes,yes,21st Century - Children's Aid Society,800 Van Siclen Ave.,"Brooklyn, NY 11207"
-73.91981394,40.83556763,DOE_DYCD22,DOE,21st Century,212-374-5472,Children's Aid Society,135562191,212-949-4954,09X218,IS 218,1220,Gerard Avenue,Bronx,10452,School,0,unknown,yes,unknown,unknown,No,Yes,No,Full-time,0,yes,yes,yes,21st Century - Children's Aid Society,1220 Gerard Avenue,"Bronx, NY 10452"
-73.95398596,40.5835655,DOE_DYCD25,DOE,21st Century,212-374-5472,Children's Aid Society,135562191,212-949-4954,21K098,IS 98,1401,Emmons Avenue,Brooklyn,11235,School,0,unknown,yes,unknown,unknown,No,Yes,No,Full-time,0,yes,yes,yes,21st Century - Children's Aid Society,1401 Emmons Avenue,"Brooklyn, NY 11235"
-73.89278955,40.83636869,DOE_DYCD23,DOE,21st Century,212-374-5472,Children's Aid Society,135562191,212-949-4954,12X190,IS 190,1550,Crotona Park East,Bronx,10460,School,0,unknown,yes,unknown,unknown,No,Yes,No,Full-time,0,yes,yes,yes,21st Century - Children's Aid Society,1550 Crotona Park East,"Bronx, NY 10460"
-73.88739406,40.75428215,DOE_DYCD27,DOE,21st Century,212-374-5472,Children's Aid Society,135562191,212-949-4954,30Q145,IS 145,33-34,80th Street,Queens,11372,School,0,unknown,yes,unknown,unknown,No,Yes,No,Full-time,0,yes,yes,yes,21st Century - Children's Aid Society,33-34 80th Street,"Queens, NY 11372"
-73.93641521,40.66208729,DOE_DYCD20,DOE,21st Century,212-374-5472,Church Avenue Merchants Block Association,112480339,718-287-2600,17K391,IS 391,790,East New York Avenue,Brooklyn,11203,School,0,unknown,yes,unknown,unknown,No,yes,No,Full-time,0,yes,yes,yes,21st Century - Church Avenue Merchants Block Association,790 East New York Avenue,"Brooklyn, NY 11203"
-73.88962629,40.67812387,DOE_DYCD4,DOE,21st Century,212-374-5472,Cypress Hills Local Development,112683663,718-647-2800,19K290,PS 290,135,Schenck Avenue,Brooklyn,11207,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Cypress Hills Local Dev.,135 Schenck Avenue,"Brooklyn, NY 11207"
-73.88384054,40.67695073,DOE_DYCD3,DOE,21st Century,212-374-5472,Cypress Hills Local Development,112683663,718-647-2800,19K089,PS 89,350,Linwood Street,Brooklyn,11208,School,0,unknown,yes,unknown,unknown,Yes,Yes,No,Full-time,0,yes,yes,yes,21st Century - Cypress Hills Local Dev.,350 Linwood Street,"Brooklyn, NY 11208"
-73.9281437,40.74189238,DOE_DYCD108,DOE,21st Century,212-374-5472,Sunnyside Community Services,510189327,718-482-6053,24Q600,Queens Vocational HS,37-02,47th Avenue,Queens,11101,School,0,unknown,yes,unknown,unknown,No,No,yes,Full-time,0,yes,yes,yes,21st Century - Sunnyside Comm. Services,37-02 47th Avenue,"Queens, NY 11101"
-73.92599214,40.73983684,DOE_DYCD105,DOE,21st Century,212-374-5472,Sunnyside Community Services,510189327,718-482-6053,24Q199,PS 199,39-20,48th Avenue,Queens,11104,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Sunnyside Comm. Services,39-20 48th Avenue,"Queens, NY 11104"
-73.92337521,40.74575338,DOE_DYCD110,DOE,21st Century,212-374-5472,Sunnyside Community Services,510189327,718-482-6053,30Q150,PS 150,40-01,43rd Avenue,Queens,11104,School,0,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Sunnyside Comm. Services,40-01 43rd Avenue,"Queens, NY 11104"
-73.92938598,40.74340702,DOE_DYCD109,DOE,21st Century,212-374-5472,Sunnyside Community Services,510189327,718-482-6053,24Q610,Aviation HS,45-30,36th Street,Queens,11101,School,0,unknown,yes,unknown,unknown,No,No,yes,Full-time,0,yes,yes,yes,21st Century - Sunnyside Comm. Services,45-30 36th Street,"Queens, NY 11101"
-73.91860749,40.74049765,DOE_DYCD104,DOE,21st Century,212-374-5472,Sunnyside Community Services,510189327,718-482-6053,24Q125,IS 125,46-02,47th Avenue,Queens,11377,School,0,unknown,yes,unknown,unknown,No,yes,No,Full-time,0,yes,yes,yes,21st Century - Sunnyside Comm. Services,46-02 47th Avenue,"Queens, NY 11377"
-73.93644303,40.74210019,DOE_DYCD107,DOE,21st Century,212-374-5472,Sunnyside Community Services,510189327,718-482-6053,24Q560,Robert F. Wagner Jr. HS,47-07,30th Place,Queens,11101,School,0,unknown,yes,unknown,unknown,No,No,yes,Full-time,0,yes,yes,yes,21st Century - Sunnyside Comm. Services,47-07 30th Place,"Queens, NY 11101"
-73.87423671,40.74074631,DOE_DYCD106,DOE,21st Century,212-374-5472,Sunnyside Community Services,510189327,718-482-6053,24Q455,Newtown High School,48-01,90th Street,Queens,11373,School,0,unknown,yes,unknown,unknown,No,No,yes,Full-time,0,yes,yes,yes,21st Century - Sunnyside Comm. Services,48-01 90th Street,"Queens, NY 11373"
-73.91076734,40.75757916,DOE_DYCD111,DOE,21st Century,212-374-5472,Sunnyside Community Services,510189327,718-482-6053,30Q445,William Cullen Bryant HS,48-10,31st Avenue,Queens,11103,School,0,unknown,yes,unknown,unknown,No,No,yes,Full-time,0,yes,yes,yes,21st Century - Sunnyside Comm. Services,48-10 31st Avenue,"Queens, NY 11103"
-73.94410733,40.79018655,DOE_DYCD103,DOE,21st Century,212-374-5472,Supportive Childrens Advocacy Network (SCAN),132912963,212-683-2522,04M495,Park East HS,230-34,East 105th Street,Manhattan,10029,School,0,unknown,yes,unknown,unknown,No,No,yes,Full-time,0,yes,yes,yes,21st Century - SCAN,230-34 East 105th Street,"Manhattan, NY 10029"
-73.99703503,40.71050084,DOE_DYCD121,DOE,21st Century,212-374-5472,YMCA of Greater New York - Chinatown,131624228,212-630-9729,02M126,PS/IS 126,80,Catherine Street,Manhattan,10038,School,0,unknown,yes,unknown,unknown,Yes,yes,No,Full-time,0,yes,yes,yes,21st Century - YMCA of Greater NY - Chinatown,80 Catherine Street,"Manhattan, NY 10038"
-73.78338533,40.71091619,DOE_DYCD497,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,29Q095,PS 95,179-01,90th Avenue,Queens,11432,School,275,No,Yes,No,No,Yes,No,No,Full-time,275,yes,yes,yes,Virtual Y - YMCA of Greater NY,179-01 90th Avenue,"Queens, NY 11432"
-73.77796173,40.73655489,DOE_DYCD491,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,26Q026,PS 26,195-02,69th Avenue,Queens,11365,School,50,No,Yes,No,No,Yes,No,No,Full-time,50,yes,yes,yes,Virtual Y - YMCA of Greater NY,195-02 69th Avenue,"Queens, NY 11365"
-73.90612503,40.77115473,DOE_DYCD501,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,30Q084,PS 84,22-45,41st Street,Queens,11105,School,100,No,Yes,No,No,Yes,No,No,Full-time,100,yes,yes,yes,Virtual Y - YMCA of Greater NY,22-45 41st Street,"Queens, NY 11105"
-73.73490697,40.65273858,DOE_DYCD498,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,29Q195,PS 195,253-50,149th Avenue,Queens,11422,School,40,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,253-50 149th Avenue,"Queens, NY 11422"
-73.87489991,40.75694339,DOE_DYCD500,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,30Q228,PS 228,32-80,93rd Street,Queens,11369,School,40,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,32-80 93rd Street,"Queens, NY 11369"
-73.92337521,40.74575338,DOE_DYCD502,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,30Q150,PS 150,40-01,43rd Avenue,Queens,11104,School,40,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,40-01 43rd Avenue,"Queens, NY 11104"
-73.95696696,40.74431823,DOE_DYCD499,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,30Q078,PS 78,48-09,Center Blvd.,Queens,11101,School,50,No,Yes,No,No,Yes,No,No,Full-time,50,yes,yes,yes,Virtual Y - YMCA of Greater NY,48-09 Center Blvd.,"Queens, NY 11109"
-73.82909423,40.74524534,DOE_DYCD490,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,25Q120,PS 120,58-01,136th Street,Queens,11355,School,250,No,Yes,No,No,Yes,No,No,Full-time,250,yes,yes,yes,Virtual Y - YMCA of Greater NY,58-01 136th Street,"Queens, NY 11355"
